Country,Year,0
Belgium,1928,1
Belgium,1929,1
Belgium,1930,1
Belgium,1931,1
Belgium,1932,1
Belgium,1933,1
Belgium,1934,1
Belgium,1935,1
Belgium,1936,1
Belgium,1937,1
Belgium,1938,1
Belgium,1939,1
Belgium,1940,1
Belgium,1941,1
Belgium,1942,1
Belgium,1943,1
Belgium,1944,1
Belgium,1945,1
Belgium,1946,1
Belgium,1947,1
Belgium,1948,1
Belgium,1949,1
Belgium,1950,1
Belgium,1951,1
Belgium,1952,1
Belgium,1953,1
Belgium,1954,1
Belgium,1955,1
Belgium,1956,1
Belgium,1957,1
Belgium,1958,1
Belgium,1959,1
Belgium,1960,1
Belgium,1961,1
Belgium,1962,1
Belgium,1963,1
Belgium,1964,1
Belgium,1965,1
Belgium,1966,1
Belgium,1967,1
Belgium,1968,1
Belgium,1969,1
Brazil,1800,1
Brazil,1801,1
Brazil,1802,1
Brazil,1803,1
Brazil,1804,1
Brazil,1805,1
Brazil,1806,1
Brazil,1807,1
Brazil,1808,1
Brazil,1809,1
Brazil,1810,1
Brazil,1811,1
Brazil,1812,1
Brazil,1813,1
Brazil,1814,1
Brazil,1815,1
Brazil,1816,1
Brazil,1817,1
Brazil,1818,1
Brazil,1819,1
Brazil,1820,1
Brazil,1821,1
Brazil,1822,1
Brazil,1823,1
Brazil,1824,1
Brazil,1825,1
Brazil,1826,1
Brazil,1827,1
Brazil,1828,1
Brazil,1829,1
Brazil,1830,1
Brazil,1831,1
Brazil,1832,1
Brazil,1833,1
Brazil,1834,1
Brazil,1835,1
Brazil,1836,1
Brazil,1837,1
Brazil,1838,1
Brazil,1839,1
Brazil,1840,1
Brazil,1841,1
Brazil,1842,1
Brazil,1843,1
Brazil,1844,1
Brazil,1845,1
Brazil,1846,1
Brazil,1847,1
Brazil,1848,1
Brazil,1849,1
Brazil,1850,1
Brazil,1851,1
Brazil,1852,1
Brazil,1853,1
Brazil,1854,1
Brazil,1855,1
Brazil,1856,1
Brazil,1857,1
Brazil,1858,1
Brazil,1859,1
Brazil,1860,1
Brazil,1861,1
Brazil,1862,1
Brazil,1863,1
Brazil,1864,1
Brazil,1865,1
Brazil,1866,1
Brazil,1867,1
Brazil,1868,1
Brazil,1869,1
Brazil,1870,1
Brazil,1871,1
Brazil,1872,1
Brazil,1873,1
Brazil,1874,1
Brazil,1875,1
Brazil,1876,1
Brazil,1877,1
Brazil,1878,1
Brazil,1879,1
Brazil,1880,1
Brazil,1881,1
Brazil,1882,1
Brazil,1883,1
Brazil,1884,1
Brazil,1885,1
Brazil,1886,1
Brazil,1887,1
Brazil,1888,1
Brazil,1889,1
Brazil,1890,1
Brazil,1891,1
Brazil,1892,1
Brazil,1893,1
Brazil,1894,1
Brazil,1895,1
Brazil,1896,1
Brazil,1897,1
Brazil,1898,1
Brazil,1899,1
Brazil,1900,1
Brazil,1901,1
Brazil,1902,1
Brazil,1903,1
Brazil,1904,1
Brazil,1905,1
Brazil,1906,1
Brazil,1907,1
Brazil,1908,1
Brazil,1909,1
Brazil,1910,1
Brazil,1911,1
Brazil,1912,1
Brazil,1913,1
Brazil,1914,1
Brazil,1915,1
Brazil,1916,1
Brazil,1917,1
Brazil,1918,1
Brazil,1919,1
Brazil,1920,1
Brazil,1921,1
Brazil,1922,1
Brazil,1923,1
Brazil,1924,1
Brazil,1925,1
Brazil,1926,1
Brazil,1927,1
Brazil,1928,1
Brazil,1929,1
Brazil,1930,1
Brazil,1931,1
Brazil,1932,1
Brazil,1933,1
Brazil,1934,1
Brazil,1935,1
Brazil,1936,1
Brazil,1937,1
Brazil,1938,1
Brazil,1939,1
Brazil,1940,1
Brazil,1941,1
Brazil,1942,1
Brazil,1943,1
Brazil,1944,1
Brazil,1945,1
Brazil,1946,1
Brazil,1947,1
Brazil,1948,1
Brazil,1949,1
Brazil,1950,1
Brazil,1951,1
Brazil,1952,1
Brazil,1953,1
Brazil,1954,1
Brazil,1955,1
Brazil,1956,1
Brazil,1957,1
Brazil,1958,1
Brazil,1959,1
Brazil,1960,1
Brazil,1961,1
Brazil,1962,1
Brazil,1963,1
Brazil,1964,1
Brazil,1965,1
Brazil,1966,1
Brazil,1967,1
Brazil,1968,1
Brazil,1969,1
Brazil,1970,1
Brazil,1971,1
Brazil,1972,1
Brazil,1973,1
Brazil,1974,1
Brazil,1975,1
Brazil,1976,1
Brazil,1977,1
Brazil,1978,1
Brazil,1979,1
Brazil,1980,1
Brazil,1981,1
Brazil,1982,1
Brazil,1983,1
Brazil,1984,1
Brazil,1985,1
Brazil,1986,1
Brazil,1987,1
Brazil,1988,1
Brazil,1989,1
Brazil,1990,1
Brazil,1991,1
Brazil,1992,1
Brazil,1993,1
Brazil,1994,1
Brazil,1995,1
Brazil,1996,1
Brazil,1997,1
Brazil,1998,1
Brazil,1999,1
Brazil,2000,1
Brazil,2001,1
Brazil,2002,1
Brazil,2003,1
Brazil,2004,1
Brazil,2005,1
Brazil,2006,1
Brazil,2007,1
Brazil,2008,1
Brazil,2009,1
Brazil,2010,1
Brazil,2011,1
Canada,1800,1
Canada,1801,1
Canada,1802,1
Canada,1803,1
Canada,1804,1
Canada,1805,1
Canada,1806,1
Canada,1807,1
Canada,1808,1
Canada,1809,1
Canada,1810,1
Canada,1811,1
Canada,1812,1
Canada,1813,1
Canada,1814,1
Canada,1815,1
Canada,1816,1
Canada,1817,1
Canada,1818,1
Canada,1819,1
Canada,1820,1
Canada,1821,1
Canada,1822,1
Canada,1823,1
Canada,1824,1
Canada,1825,1
Canada,1826,1
Canada,1827,1
Canada,1828,1
Canada,1829,1
Canada,1830,1
Canada,1831,1
Canada,1832,1
Canada,1833,1
Canada,1834,1
Canada,1835,1
Canada,1836,1
Canada,1837,1
Canada,1838,1
Canada,1839,1
Canada,1840,1
Canada,1841,1
Canada,1842,1
Canada,1843,1
Canada,1844,1
Canada,1845,1
Canada,1846,1
Canada,1847,1
Canada,1848,1
Canada,1849,1
Canada,1850,1
Canada,1851,1
Canada,1852,1
Canada,1853,1
Canada,1854,1
Canada,1855,1
Canada,1856,1
Canada,1857,1
Canada,1858,1
Canada,1859,1
Canada,1860,1
Canada,1861,1
Canada,1862,1
Canada,1863,1
Canada,1864,1
Canada,1865,1
Canada,1866,1
Canada,1867,1
Canada,1868,1
Canada,1869,1
Canada,1870,1
Canada,1871,1
Canada,1872,1
Canada,1873,1
Canada,1874,1
Canada,1875,1
Canada,1876,1
Canada,1877,1
Canada,1878,1
Canada,1879,1
Canada,1880,1
Canada,1881,1
Canada,1882,1
Canada,1883,1
Canada,1884,1
Canada,1885,1
Canada,1886,1
Canada,1887,1
Canada,1888,1
Canada,1889,1
Canada,1890,1
Canada,1891,1
Canada,1892,1
Canada,1893,1
Canada,1894,1
Canada,1895,1
Canada,1896,1
Canada,1897,1
Canada,1898,1
Canada,1899,1
Canada,1900,1
Canada,1901,1
Canada,1902,1
Canada,1903,1
Canada,1904,1
Canada,1905,1
Canada,1906,1
Canada,1907,1
Canada,1908,1
Canada,1909,1
Canada,1910,1
Canada,1911,1
Canada,1912,1
Canada,1913,1
Canada,1914,1
Canada,1915,1
Canada,1916,1
Canada,1917,1
Canada,1918,1
Canada,1919,1
Canada,1920,1
Canada,1921,1
Canada,1922,1
Canada,1923,1
Canada,1924,1
Canada,1925,1
Canada,1926,1
Canada,1927,1
Canada,1928,1
Canada,1929,1
Canada,1930,1
Canada,1931,1
Canada,1932,1
Canada,1933,1
Canada,1934,1
Canada,1935,1
Canada,1936,1
Canada,1937,1
Canada,1938,1
Canada,1939,1
Canada,1940,1
Canada,1941,1
Canada,1942,1
Canada,1943,1
Canada,1944,1
Canada,1945,1
Canada,1946,1
Canada,1947,1
Canada,1948,1
Canada,1949,1
Canada,1950,1
Canada,1951,1
Canada,1952,1
Canada,1953,1
Canada,1954,1
Canada,1955,1
Canada,1956,1
Canada,1957,1
Canada,1958,1
Canada,1959,1
Canada,1960,1
Canada,1961,1
Canada,1962,1
Canada,1963,1
Canada,1964,1
Canada,1965,1
Canada,1966,1
Canada,1967,1
Canada,1968,1
Canada,1969,1
Canada,1970,1
Canada,1971,1
Canada,1972,1
Canada,1973,1
Canada,1974,1
Canada,1975,1
Canada,1976,1
Canada,1977,1
Canada,1978,1
Canada,1979,1
Canada,1980,1
Canada,1981,1
Canada,1982,1
Canada,1983,1
Canada,1984,1
Canada,1985,1
Canada,1986,1
Canada,1987,1
Canada,1988,1
Canada,1989,1
Canada,1990,1
Canada,1991,1
Canada,1992,1
Canada,1993,1
Canada,1994,1
Canada,1995,1
Canada,1996,1
Canada,1997,1
Canada,1998,1
Canada,1999,1
Canada,2000,1
Canada,2001,1
Canada,2002,1
Canada,2003,1
Canada,2004,1
Canada,2005,1
Canada,2006,1
Canada,2007,1
Canada,2008,1
Canada,2009,1
Canada,2010,1
Canada,2011,1
Chile,1800,1
Chile,1801,1
Chile,1802,1
Chile,1803,1
Chile,1804,1
Chile,1805,1
Chile,1806,1
Chile,1807,1
Chile,1808,1
Chile,1809,1
Chile,1810,1
Chile,1811,1
Chile,1812,1
Chile,1813,1
Chile,1814,1
Chile,1815,1
Chile,1816,1
Chile,1817,1
Chile,1818,1
Chile,1819,1
Chile,1820,1
Chile,1821,1
Chile,1822,1
Chile,1823,1
Chile,1824,1
Chile,1825,1
Chile,1826,1
Chile,1827,1
Chile,1828,1
Chile,1829,1
Chile,1830,1
Chile,1831,1
Chile,1832,1
Chile,1833,1
Chile,1834,1
Chile,1835,1
Chile,1836,1
Chile,1837,1
Chile,1838,1
Chile,1839,1
Chile,1840,1
Chile,1841,1
Chile,1842,1
Chile,1843,1
Chile,1844,1
Chile,1845,1
Chile,1846,1
Chile,1847,1
Chile,1848,1
Chile,1849,1
Chile,1850,1
Chile,1851,1
Chile,1852,1
Chile,1853,1
Chile,1854,1
Chile,1855,1
Chile,1856,1
Chile,1857,1
Chile,1858,1
Chile,1859,1
Chile,1860,1
Chile,1861,1
Chile,1862,1
Chile,1863,1
Chile,1864,1
Chile,1865,1
Chile,1866,1
Chile,1867,1
Chile,1868,1
Chile,1869,1
Chile,1870,1
Chile,1871,1
Chile,1872,1
Chile,1873,1
Chile,1874,1
Chile,1875,1
Chile,1876,1
Chile,1877,1
Chile,1878,1
Chile,1879,1
Chile,1880,1
Chile,1881,1
Chile,1882,1
Chile,1883,1
Chile,1884,1
Chile,1885,1
Chile,1886,1
Chile,1887,1
Chile,1888,1
Chile,1889,1
Chile,1890,1
Chile,1891,1
Chile,1892,1
Chile,1893,1
Chile,1894,1
Chile,1895,1
Chile,1896,1
Chile,1897,1
Chile,1898,1
Chile,1899,1
Chile,1900,1
Chile,1901,1
Chile,1902,1
Chile,1903,1
Chile,1904,1
Chile,1905,1
Chile,1906,1
Chile,1907,1
Chile,1908,1
Chile,1909,1
Chile,1910,1
Chile,1911,1
Chile,1912,1
Chile,1913,1
Chile,1914,1
Chile,1915,1
Chile,1916,1
Chile,1917,1
Chile,1918,1
Chile,1919,1
Chile,1920,1
Chile,1921,1
Chile,1922,1
Chile,1923,1
Chile,1924,1
Chile,1925,1
Chile,1926,1
Chile,1927,1
Chile,1928,1
Chile,1929,1
Chile,1930,1
Chile,1931,1
Chile,1932,1
Chile,1933,1
Chile,1934,1
Chile,1935,1
Chile,1936,1
Chile,1937,1
Chile,1938,1
Chile,1939,1
Chile,1940,1
Chile,1941,1
Chile,1942,1
Chile,1943,1
Chile,1944,1
Chile,1945,1
Chile,1946,1
Chile,1947,1
Chile,1948,1
Chile,1949,1
Chile,1950,1
Chile,1951,1
Chile,1952,1
Chile,1953,1
Chile,1954,1
Chile,1955,1
Chile,1956,1
Chile,1957,1
Chile,1958,1
Chile,1959,1
Chile,1960,1
Chile,1961,1
Chile,1962,1
Chile,1963,1
Chile,1964,1
Chile,1965,1
Chile,1966,1
Chile,1967,1
Chile,1968,1
Chile,1969,1
Chile,1970,1
Chile,1971,1
Chile,1972,1
Chile,1973,1
Chile,1974,1
Chile,1975,1
Chile,1976,1
Chile,1977,1
Chile,1978,1
Chile,1979,1
Chile,1980,1
Chile,1981,1
Chile,1982,1
Chile,1983,1
Chile,1984,1
Chile,1985,1
Chile,1986,1
Chile,1987,1
Chile,1988,1
Chile,1989,1
Chile,1990,1
Chile,1991,1
Chile,1992,1
Chile,1993,1
Chile,1994,1
Chile,1995,1
Chile,1997,1
Chile,1998,1
Chile,1999,1
Chile,2000,1
Chile,2001,1
Chile,2002,1
Chile,2003,1
Chile,2004,1
Chile,2005,1
Chile,2006,1
Chile,2007,1
Chile,2008,1
Chile,2009,1
Chile,2010,1
Chile,2011,1
China (People's Republic of),1800,1
China (People's Republic of),1801,1
China (People's Republic of),1802,1
China (People's Republic of),1803,1
China (People's Republic of),1804,1
China (People's Republic of),1805,1
China (People's Republic of),1806,1
China (People's Republic of),1807,1
China (People's Republic of),1808,1
China (People's Republic of),1809,1
China (People's Republic of),1810,1
China (People's Republic of),1811,1
China (People's Republic of),1812,1
China (People's Republic of),1813,1
China (People's Republic of),1814,1
China (People's Republic of),1815,1
China (People's Republic of),1816,1
China (People's Republic of),1817,1
China (People's Republic of),1818,1
China (People's Republic of),1819,1
China (People's Republic of),1820,1
China (People's Republic of),1821,1
China (People's Republic of),1822,1
China (People's Republic of),1823,1
China (People's Republic of),1824,1
China (People's Republic of),1825,1
China (People's Republic of),1826,1
China (People's Republic of),1827,1
China (People's Republic of),1828,1
China (People's Republic of),1829,1
China (People's Republic of),1830,1
China (People's Republic of),1831,1
China (People's Republic of),1832,1
China (People's Republic of),1833,1
China (People's Republic of),1834,1
China (People's Republic of),1835,1
China (People's Republic of),1836,1
China (People's Republic of),1837,1
China (People's Republic of),1838,1
China (People's Republic of),1839,1
China (People's Republic of),1840,1
China (People's Republic of),1841,1
China (People's Republic of),1842,1
China (People's Republic of),1843,1
China (People's Republic of),1844,1
China (People's Republic of),1845,1
China (People's Republic of),1846,1
China (People's Republic of),1847,1
China (People's Republic of),1848,1
China (People's Republic of),1849,1
China (People's Republic of),1850,1
China (People's Republic of),1851,1
China (People's Republic of),1852,1
China (People's Republic of),1853,1
China (People's Republic of),1854,1
China (People's Republic of),1855,1
China (People's Republic of),1856,1
China (People's Republic of),1857,1
China (People's Republic of),1858,1
China (People's Republic of),1859,1
China (People's Republic of),1860,1
China (People's Republic of),1861,1
China (People's Republic of),1862,1
China (People's Republic of),1863,1
China (People's Republic of),1864,1
China (People's Republic of),1865,1
China (People's Republic of),1866,1
China (People's Republic of),1867,1
China (People's Republic of),1868,1
China (People's Republic of),1869,1
China (People's Republic of),1870,1
China (People's Republic of),1871,1
China (People's Republic of),1872,1
China (People's Republic of),1873,1
China (People's Republic of),1874,1
China (People's Republic of),1875,1
China (People's Republic of),1876,1
China (People's Republic of),1877,1
China (People's Republic of),1878,1
China (People's Republic of),1879,1
China (People's Republic of),1880,1
China (People's Republic of),1881,1
China (People's Republic of),1882,1
China (People's Republic of),1883,1
China (People's Republic of),1884,1
China (People's Republic of),1885,1
China (People's Republic of),1886,1
China (People's Republic of),1887,1
China (People's Republic of),1888,1
China (People's Republic of),1889,1
China (People's Republic of),1890,1
China (People's Republic of),1891,1
China (People's Republic of),1892,1
China (People's Republic of),1893,1
China (People's Republic of),1894,1
China (People's Republic of),1895,1
China (People's Republic of),1896,1
China (People's Republic of),1897,1
China (People's Republic of),1898,1
China (People's Republic of),1899,1
China (People's Republic of),1900,1
China (People's Republic of),1901,1
China (People's Republic of),1902,1
China (People's Republic of),1903,1
China (People's Republic of),1904,1
China (People's Republic of),1905,1
China (People's Republic of),1906,1
China (People's Republic of),1907,1
China (People's Republic of),1908,1
China (People's Republic of),1909,1
China (People's Republic of),1910,1
China (People's Republic of),1911,1
China (People's Republic of),1912,1
China (People's Republic of),1913,1
China (People's Republic of),1914,1
China (People's Republic of),1915,1
China (People's Republic of),1916,1
China (People's Republic of),1917,1
China (People's Republic of),1918,1
China (People's Republic of),1919,1
China (People's Republic of),1920,1
China (People's Republic of),1921,1
China (People's Republic of),1922,1
China (People's Republic of),1923,1
China (People's Republic of),1924,1
China (People's Republic of),1925,1
China (People's Republic of),1926,1
China (People's Republic of),1927,1
China (People's Republic of),1928,1
China (People's Republic of),1929,1
China (People's Republic of),1930,1
China (People's Republic of),1931,1
China (People's Republic of),1932,1
China (People's Republic of),1933,1
China (People's Republic of),1934,1
China (People's Republic of),1935,1
China (People's Republic of),1936,1
China (People's Republic of),1937,1
China (People's Republic of),1938,1
China (People's Republic of),1939,1
China (People's Republic of),1940,1
China (People's Republic of),1941,1
China (People's Republic of),1942,1
China (People's Republic of),1943,1
China (People's Republic of),1944,1
China (People's Republic of),1945,1
China (People's Republic of),1946,1
China (People's Republic of),1947,1
China (People's Republic of),1948,1
China (People's Republic of),1949,1
China (People's Republic of),1950,1
China (People's Republic of),1951,1
China (People's Republic of),1952,1
China (People's Republic of),1953,1
China (People's Republic of),1954,1
China (People's Republic of),1955,1
China (People's Republic of),1956,1
China (People's Republic of),1957,1
China (People's Republic of),1958,1
China (People's Republic of),1959,1
China (People's Republic of),1960,1
China (People's Republic of),1961,1
China (People's Republic of),1962,1
China (People's Republic of),1963,1
China (People's Republic of),1964,1
China (People's Republic of),1965,1
China (People's Republic of),1966,1
China (People's Republic of),1967,1
China (People's Republic of),1968,1
China (People's Republic of),1969,1
China (People's Republic of),1970,1
China (People's Republic of),1971,1
China (People's Republic of),1972,1
China (People's Republic of),1973,1
China (People's Republic of),1974,1
China (People's Republic of),1975,1
China (People's Republic of),1976,1
China (People's Republic of),1977,1
China (People's Republic of),1978,1
China (People's Republic of),1979,1
China (People's Republic of),1980,1
China (People's Republic of),1981,1
China (People's Republic of),1982,1
China (People's Republic of),1983,1
China (People's Republic of),1984,1
China (People's Republic of),1985,1
China (People's Republic of),1986,1
China (People's Republic of),1987,1
China (People's Republic of),1988,1
China (People's Republic of),1989,1
China (People's Republic of),1990,1
China (People's Republic of),1991,1
China (People's Republic of),1992,1
China (People's Republic of),1993,1
China (People's Republic of),1994,1
China (People's Republic of),1995,1
China (People's Republic of),1996,1
China (People's Republic of),1997,1
China (People's Republic of),1998,1
China (People's Republic of),1999,1
China (People's Republic of),2000,1
China (People's Republic of),2001,1
China (People's Republic of),2002,1
China (People's Republic of),2003,1
China (People's Republic of),2004,1
China (People's Republic of),2005,1
China (People's Republic of),2006,1
China (People's Republic of),2007,1
