Country,Year,0
Denmark,1968,1
Denmark,1969,1
Denmark,1970,1
Denmark,1971,1
Denmark,1972,1
Denmark,1973,1
Denmark,1974,1
Denmark,1975,1
Denmark,1976,1
Denmark,1977,1
Denmark,1978,1
Denmark,1979,1
Denmark,1980,1
Denmark,1981,1
Denmark,1982,1
Denmark,1983,1
Denmark,1984,1
Denmark,1985,1
Denmark,1986,1
Denmark,1987,1
Denmark,1988,1
Denmark,1989,1
Denmark,1990,1
Denmark,1991,1
Denmark,1992,1
Denmark,1993,1
Estonia,1950,1
Estonia,1951,1
Estonia,1952,1
Estonia,1953,1
Estonia,1954,1
Estonia,1955,1
Estonia,1956,1
Estonia,1957,1
Estonia,1958,1
Estonia,1959,1
Estonia,1960,1
Estonia,1961,1
Estonia,1962,1
Estonia,1963,1
Estonia,1964,1
Estonia,1965,1
Estonia,1966,1
Estonia,1967,1
Estonia,1968,1
Estonia,1969,1
Estonia,1970,1
Estonia,1971,1
Estonia,1972,1
Estonia,1973,1
Estonia,1974,1
Estonia,1975,1
Estonia,1976,1
Estonia,1977,1
Estonia,1978,1
Estonia,1979,1
Estonia,1980,1
Estonia,1981,1
Estonia,1982,1
Estonia,1983,1
Estonia,1984,1
Estonia,1985,1
Estonia,1986,1
Estonia,1987,1
Estonia,1988,1
Estonia,1989,1
Estonia,1990,1
Estonia,1991,1
Estonia,1992,1
Estonia,1993,1
Estonia,1994,1
Finland,1950,1
Finland,1951,1
Finland,1952,1
Finland,1953,1
Finland,1954,1
Finland,1955,1
Finland,1956,1
Finland,1957,1
Finland,1958,1
Finland,1959,1
Finland,1960,1
Finland,1961,1
Finland,1962,1
Finland,1963,1
Finland,1964,1
Finland,1965,1
Finland,1966,1
Finland,1967,1
Finland,1968,1
Finland,1969,1
France,1950,1
France,1951,1
France,1952,1
France,1953,1
France,1954,1
France,1955,1
France,1956,1
France,1957,1
France,1958,1
France,1959,1
France,1960,1
France,1961,1
France,1962,1
France,1963,1
France,1964,1
France,1965,1
France,1966,1
France,1967,1
France,1968,1
France,1969,1
France,1970,1
France,1971,1
France,1972,1
France,1973,1
France,1974,1
France,1975,1
France,1976,1
Germany,1950,1
Germany,1951,1
Germany,1952,1
Germany,1953,1
Germany,1954,1
Germany,1955,1
Germany,1956,1
Germany,1957,1
Germany,1958,1
Germany,1959,1
Germany,1960,1
Germany,1961,1
Germany,1962,1
Germany,1963,1
Germany,1964,1
Germany,1965,1
Germany,1966,1
Germany,1967,1
Germany,1968,1
Germany,1969,1
Greece,1950,1
Greece,1951,1
Greece,1952,1
Greece,1953,1
Greece,1954,1
Greece,1955,1
Greece,1956,1
Greece,1957,1
Greece,1958,1
Greece,1959,1
Greece,1960,1
Greece,1961,1
Greece,1962,1
Greece,1963,1
Greece,1964,1
Greece,1965,1
Greece,1966,1
Greece,1967,1
Greece,1968,1
Greece,1969,1
Greece,1970,1
Greece,1971,1
Greece,1972,1
Greece,1973,1
Greece,1974,1
Greece,1975,1
Greece,1976,1
Greece,1977,1
Greece,1978,1
Greece,1979,1
Greece,1980,1
Greece,1981,1
Greece,1982,1
Greece,1983,1
Greece,1984,1
Greece,1985,1
Greece,1986,1
Greece,1987,1
Greece,1988,1
Greece,1989,1
Greece,1990,1
Greece,1991,1
Greece,1992,1
Greece,1993,1
Hungary,1950,1
Hungary,1951,1
Hungary,1952,1
Hungary,1953,1
Hungary,1954,1
Hungary,1955,1
Hungary,1956,1
Hungary,1957,1
Hungary,1958,1
Hungary,1959,1
Hungary,1960,1
Hungary,1961,1
Hungary,1962,1
Hungary,1963,1
Iceland,1950,1
Iceland,1951,1
Iceland,1952,1
Iceland,1953,1
Iceland,1954,1
Iceland,1955,1
Iceland,1956,1
Iceland,1957,1
Iceland,1958,1
Iceland,1959,1
Iceland,1960,1
Iceland,1961,1
Iceland,1962,1
Iceland,1963,1
Iceland,1964,1
Iceland,1965,1
Iceland,1966,1
Iceland,1967,1
Iceland,1968,1
Iceland,1969,1
India,1950,1
India,1951,1
India,1952,1
India,1953,1
India,1954,1
India,1955,1
India,1956,1
India,1957,1
India,1958,1
India,1959,1
India,1960,1
India,1961,1
India,1962,1
India,1963,1
India,1964,1
India,1965,1
India,1966,1
India,1967,1
India,1968,1
India,1969,1
India,1970,1
India,1971,1
India,1972,1
India,1973,1
India,1974,1
India,1975,1
India,1976,1
India,1977,1
India,1978,1
India,1979,1
India,1980,1
India,1981,1
India,1982,1
India,1983,1
India,1984,1
India,1985,1
India,1986,1
India,1987,1
India,1988,1
India,1989,1
India,1990,1
India,1991,1
India,1992,1
India,1993,1
India,1994,1
India,1995,1
India,1996,1
India,1997,1
Ireland,1950,1
Ireland,1951,1
Ireland,1952,1
Ireland,1953,1
Ireland,1954,1
Ireland,1955,1
Ireland,1956,1
Ireland,1957,1
Ireland,1958,1
Ireland,1959,1
Ireland,1960,1
Ireland,1961,1
Ireland,1962,1
Ireland,1963,1
Ireland,1964,1
Ireland,1965,1
Ireland,1966,1
Ireland,1967,1
Ireland,1968,1
Ireland,1969,1
Ireland,1970,1
Ireland,1971,1
Ireland,1972,1
Ireland,1973,1
Ireland,1974,1
Ireland,1975,1
Ireland,1976,1
Ireland,1977,1
Ireland,1978,1
Ireland,1979,1
Ireland,1980,1
Ireland,1981,1
Ireland,1982,1
Ireland,1983,1
Ireland,1984,1
Ireland,1985,1
Ireland,1986,1
Ireland,1987,1
Ireland,1988,1
Ireland,1989,1
Ireland,1990,1
Ireland,1991,1
Ireland,1992,1
Ireland,1993,1
Ireland,1994,1
Ireland,1995,1
Ireland,1996,1
Ireland,1997,1
Ireland,1998,1
Ireland,1999,1
Ireland,2000,1
Ireland,2001,1
Israel,1950,1
Israel,1951,1
Israel,1952,1
Israel,1953,1
Israel,1954,1
Israel,1955,1
Israel,1956,1
Israel,1957,1
Israel,1958,1
Israel,1959,1
Israel,1960,1
Israel,1961,1
Israel,1962,1
Israel,1963,1
Israel,1964,1
Israel,1965,1
Israel,1966,1
Israel,1967,1
Israel,1968,1
Israel,1969,1
Israel,1970,1
Israel,1971,1
Israel,1972,1
Israel,1973,1
Israel,1974,1
Israel,1975,1
Israel,1976,1
Israel,1977,1
Israel,1978,1
Israel,1979,1
Israel,1980,1
Israel,1981,1
Israel,1982,1
Israel,1983,1
Israel,1984,1
Israel,1985,1
Israel,1986,1
Israel,1987,1
Israel,1988,1
Israel,1989,1
Israel,1990,1
Israel,1991,1
Japan,1950,1
Japan,1951,1
Japan,1952,1
Japan,1953,1
Japan,1954,1
Japan,1955,1
Japan,1956,1
Japan,1957,1
Japan,1958,1
Japan,1959,1
Japan,1960,1
Japan,1961,1
Japan,1962,1
Japan,1963,1
Korea,1950,1
Korea,1951,1
Korea,1952,1
Korea,1953,1
Korea,1954,1
Korea,1955,1
Korea,1956,1
Korea,1957,1
Korea,1958,1
Korea,1959,1
Korea,1960,1
Korea,1961,1
Latvia,1950,1
Latvia,1951,1
Latvia,1952,1
Latvia,1953,1
Latvia,1954,1
Latvia,1955,1
Latvia,1956,1
Latvia,1957,1
Latvia,1958,1
Latvia,1959,1
Latvia,1960,1
Latvia,1961,1
Latvia,1962,1
Latvia,1963,1
Latvia,1964,1
Latvia,1965,1
Latvia,1966,1
Latvia,1967,1
Latvia,1968,1
Latvia,1969,1
Latvia,1970,1
Latvia,1971,1
Latvia,1972,1
Latvia,1973,1
Latvia,1974,1
Latvia,1975,1
Latvia,1976,1
Latvia,1977,1
Latvia,1978,1
Latvia,1979,1
Latvia,1980,1
Latvia,1981,1
Latvia,1982,1
Latvia,1983,1
Latvia,1984,1
Latvia,1985,1
Latvia,1986,1
Latvia,1987,1
Latvia,1988,1
Latvia,1989,1
Latvia,1990,1
Latvia,1991,1
Latvia,1992,1
Latvia,1993,1
Latvia,1994,1
Lithuania,1950,1
Lithuania,1951,1
Lithuania,1952,1
Lithuania,1953,1
Lithuania,1954,1
Lithuania,1955,1
Lithuania,1956,1
Lithuania,1957,1
Lithuania,1958,1
Lithuania,1959,1
Lithuania,1960,1
Lithuania,1961,1
Lithuania,1962,1
Lithuania,1963,1
Lithuania,1964,1
Lithuania,1965,1
Lithuania,1966,1
Lithuania,1967,1
Lithuania,1968,1
Lithuania,1969,1
Lithuania,1970,1
Lithuania,1971,1
Lithuania,1972,1
Lithuania,1973,1
Lithuania,1974,1
Lithuania,1975,1
Lithuania,1976,1
Lithuania,1977,1
Lithuania,1978,1
Lithuania,1979,1
Lithuania,1980,1
Lithuania,1981,1
Lithuania,1982,1
Lithuania,1983,1
Lithuania,1984,1
Lithuania,1985,1
Lithuania,1986,1
Lithuania,1987,1
Lithuania,1988,1
Lithuania,1989,1
Lithuania,1990,1
Lithuania,1991,1
Lithuania,1992,1
Lithuania,1993,1
Lithuania,1994,1
Luxembourg,1950,1
Luxembourg,1951,1
Luxembourg,1952,1
Luxembourg,1953,1
Luxembourg,1954,1
Luxembourg,1955,1
Luxembourg,1956,1
Luxembourg,1957,1
Luxembourg,1958,1
Luxembourg,1959,1
Luxembourg,1960,1
Luxembourg,1961,1
Luxembourg,1962,1
Luxembourg,1963,1
Luxembourg,1964,1
Luxembourg,1965,1
Luxembourg,1966,1
Luxembourg,1967,1
Luxembourg,1968,1
Luxembourg,1969,1
Luxembourg,1970,1
Luxembourg,1971,1
Luxembourg,1972,1
Luxembourg,1973,1
Luxembourg,1974,1
Luxembourg,1975,1
Luxembourg,1976,1
Luxembourg,1977,1
Luxembourg,1978,1
Luxembourg,1979,1
Luxembourg,1980,1
Luxembourg,1981,1
Luxembourg,1982,1
Luxembourg,1983,1
Luxembourg,1984,1
Luxembourg,1985,1
Luxembourg,1986,1
Luxembourg,1987,1
Luxembourg,1988,1
Luxembourg,1989,1
Luxembourg,1990,1
Luxembourg,1991,1
Luxembourg,1992,1
Luxembourg,1993,1
Luxembourg,1994,1
Luxembourg,1995,1
Luxembourg,1996,1
Luxembourg,1997,1
Luxembourg,1998,1
Luxembourg,1999,1
Luxembourg,2000,1
Luxembourg,2001,1
Mexico,1950,1
Mexico,1951,1
Mexico,1952,1
Mexico,1953,1
Mexico,1954,1
Mexico,1955,1
Mexico,1956,1
Mexico,1957,1
Mexico,1958,1
Mexico,1959,1
Mexico,1960,1
Mexico,1961,1
Mexico,1962,1
Mexico,1963,1
Mexico,1964,1
Mexico,1965,1
Mexico,1966,1
Mexico,1967,1
Mexico,1968,1
Mexico,1969,1
Mexico,1970,1
Mexico,1971,1
Mexico,1972,1
Mexico,1973,1
Mexico,1974,1
Mexico,1975,1
Mexico,1976,1
Mexico,1977,1
Mexico,1978,1
Mexico,1979,1
Mexico,1980,1
Mexico,1981,1
Mexico,1982,1
Mexico,1983,1
Mexico,1984,1
Mexico,1985,1
Mexico,1986,1
Mexico,1987,1
Mexico,1988,1
Mexico,1989,1
Mexico,1990,1
Mexico,1991,1
Mexico,1992,1
Mexico,1993,1
Netherlands,1950,1
Netherlands,1951,1
Netherlands,1952,1
Netherlands,1953,1
Netherlands,1954,1
Netherlands,1955,1
Netherlands,1956,1
Netherlands,1957,1
Netherlands,1958,1
Netherlands,1959,1
Netherlands,1960,1
Netherlands,1961,1
Netherlands,1962,1
Netherlands,1963,1
Netherlands,1964,1
Netherlands,1965,1
Netherlands,1966,1
Netherlands,1967,1
Netherlands,1968,1
Netherlands,1969,1
Netherlands,1970,1
Netherlands,1971,1
Netherlands,1972,1
Netherlands,1973,1
Netherlands,1974,1
Netherlands,1975,1
Netherlands,1976,1
Netherlands,1977,1
Netherlands,1978,1
Netherlands,1979,1
Netherlands,1980,1
Netherlands,1981,1
Netherlands,1982,1
Netherlands,1983,1
Netherlands,1984,1
Netherlands,1985,1
Netherlands,1986,1
Netherlands,1987,1
Netherlands,1988,1
Netherlands,1989,1
New Zealand,1950,1
New Zealand,1951,1
New Zealand,1952,1
New Zealand,1953,1
New Zealand,1954,1
New Zealand,1955,1
New Zealand,1956,1
New Zealand,1957,1
New Zealand,1958,1
New Zealand,1959,1
New Zealand,1960,1
New Zealand,1961,1
New Zealand,1962,1
New Zealand,1963,1
New Zealand,1964,1
New Zealand,1965,1
New Zealand,1966,1
New Zealand,1967,1
New Zealand,1968,1
New Zealand,1969,1
New Zealand,1970,1
New Zealand,1971,1
New Zealand,1972,1
New Zealand,1973,1
New Zealand,1974,1
New Zealand,1975,1
New Zealand,1976,1
New Zealand,1977,1
New Zealand,1978,1
New Zealand,1979,1
New Zealand,1980,1
New Zealand,1981,1
New Zealand,1982,1
New Zealand,1983,1
New Zealand,1984,1
New Zealand,1985,1
New Zealand,1986,1
New Zealand,1987,1
New Zealand,1988,1
New Zealand,1989,1
Norway,1950,1
Norway,1951,1
Norway,1952,1
Norway,1953,1
Norway,1954,1
Norway,1955,1
Norway,1956,1
Norway,1957,1
Norway,1958,1
Norway,1959,1
Norway,1960,1
Norway,1961,1
Norway,1962,1
Norway,1963,1
Norway,1964,1
Norway,1965,1
Norway,1966,1
Norway,1967,1
Norway,1968,1
Norway,1969,1
Norway,1970,1
Norway,1971,1
Norway,1972,1
Norway,1973,1
Norway,1974,1
Poland,1950,1
Poland,1951,1
Poland,1952,1
Poland,1953,1
Poland,1954,1
Poland,1955,1
Poland,1956,1
Poland,1957,1
Poland,1958,1
Poland,1959,1
Poland,1960,1
Poland,1961,1
Poland,1962,1
Poland,1963,1
Poland,1964,1
Poland,1965,1
Poland,1966,1
Poland,1967,1
Poland,1968,1
Poland,1969,1
Poland,1970,1
Poland,1971,1
Poland,1972,1
Poland,1973,1
Poland,1974,1
Poland,1975,1
Poland,1976,1
Poland,1977,1
Poland,1978,1
Poland,1979,1
Poland,1980,1
Poland,1981,1
Poland,1982,1
Poland,1983,1
Poland,1984,1
Poland,1985,1
Poland,1986,1
Poland,1987,1
Poland,1988,1
Poland,1989,1
Poland,1990,1
Poland,1991,1
Poland,1992,1
Poland,1993,1
Poland,1994,1
Portugal,1950,1
Portugal,1951,1
Portugal,1952,1
Portugal,1953,1
Portugal,1954,1
Portugal,1955,1
Portugal,1956,1
Portugal,1957,1
Portugal,1958,1
Portugal,1959,1
Portugal,1960,1
Portugal,1961,1
Portugal,1962,1
Portugal,1963,1
Portugal,1964,1
Portugal,1965,1
Portugal,1966,1
Portugal,1967,1
Portugal,1968,1
Portugal,1969,1
Portugal,1970,1
Portugal,1971,1
Portugal,1972,1
Portugal,1973,1
Portugal,1974,1
Portugal,1975,1
Portugal,1976,1
Portugal,1977,1
Portugal,1978,1
Russia,1950,1
Russia,1951,1
Russia,1952,1
Russia,1953,1
Russia,1954,1
Russia,1955,1
Russia,1956,1
Russia,1957,1
Russia,1958,1
Russia,1959,1
Russia,1960,1
Russia,1961,1
Russia,1962,1
Russia,1963,1
Russia,1964,1
Russia,1965,1
Russia,1966,1
Russia,1967,1
Russia,1968,1
Russia,1969,1
Russia,1970,1
Russia,1971,1
Russia,1972,1
Russia,1973,1
Russia,1974,1
Russia,1975,1
Russia,1976,1
Russia,1977,1
Russia,1978,1
Russia,1979,1
Russia,1980,1
Russia,1981,1
Russia,1982,1
Russia,1983,1
Russia,1984,1
Russia,1985,1
Russia,1986,1
Russia,1987,1
Russia,1988,1
Russia,1989,1
Russia,1990,1
Russia,1991,1
Russia,1992,1
Russia,1993,1
Russia,1994,1
Russia,1995,1
Russia,1996,1
Russia,1997,1
Slovak Republic,1950,1
Slovak Republic,1951,1
Slovak Republic,1952,1
Slovak Republic,1953,1
Slovak Republic,1954,1
Slovak Republic,1955,1
Slovak Republic,1956,1
Slovak Republic,1957,1
Slovak Republic,1958,1
Slovak Republic,1959,1
Slovak Republic,1960,1
Slovak Republic,1961,1
Slovak Republic,1962,1
Slovak Republic,1963,1
Slovak Republic,1964,1
Slovak Republic,1965,1
Slovak Republic,1966,1
Slovak Republic,1967,1
Slovak Republic,1968,1
Slovak Republic,1969,1
Slovak Republic,1970,1
Slovak Republic,1971,1
Slovak Republic,1972,1
Slovak Republic,1973,1
Slovak Republic,1974,1
Slovak Republic,1975,1
Slovak Republic,1976,1
Slovak Republic,1977,1
Slovak Republic,1978,1
Slovak Republic,1979,1
Slovak Republic,1980,1
Slovak Republic,1981,1
Slovak Republic,1982,1
Slovak Republic,1983,1
Slovak Republic,1984,1
Slovak Republic,1985,1
Slovak Republic,1986,1
Slovak Republic,1987,1
Slovak Republic,1988,1
Slovak Republic,1989,1
Slovak Republic,1990,1
Slovak Republic,1991,1
Slovak Republic,1992,1
Slovak Republic,1993,1
Slovak Republic,1994,1
Slovenia,1950,1
Slovenia,1951,1
Slovenia,1952,1
Slovenia,1953,1
Slovenia,1954,1
Slovenia,1955,1
Slovenia,1956,1
Slovenia,1957,1
Slovenia,1958,1
Slovenia,1959,1
Slovenia,1960,1
Slovenia,1961,1
Slovenia,1962,1
Slovenia,1963,1
Slovenia,1964,1
Slovenia,1965,1
Slovenia,1966,1
Slovenia,1967,1
Slovenia,1968,1
Slovenia,1969,1
Slovenia,1970,1
Slovenia,1971,1
Slovenia,1972,1
Slovenia,1973,1
Slovenia,1974,1
Slovenia,1975,1
Slovenia,1976,1
Slovenia,1977,1
Slovenia,1978,1
Slovenia,1979,1
Slovenia,1980,1
Slovenia,1981,1
Slovenia,1982,1
Slovenia,1983,1
Slovenia,1984,1
Slovenia,1985,1
Slovenia,1986,1
Slovenia,1987,1
Slovenia,1988,1
Slovenia,1989,1
Slovenia,1990,1
Slovenia,1991,1
Slovenia,1992,1
Slovenia,1993,1
Slovenia,1994,1
South Africa,1950,1
South Africa,1951,1
South Africa,1952,1
South Africa,1953,1
South Africa,1954,1
South Africa,1955,1
South Africa,1956,1
South Africa,1957,1
South Africa,1958,1
South Africa,1959,1
South Africa,1960,1
South Africa,1961,1
South Africa,1962,1
South Africa,1963,1
South Africa,1964,1
South Africa,1965,1
South Africa,1966,1
South Africa,1967,1
South Africa,1968,1
South Africa,1969,1
South Africa,1970,1
South Africa,1971,1
South Africa,1972,1
South Africa,1973,1
South Africa,1974,1
South Africa,1975,1
South Africa,1976,1
South Africa,1977,1
South Africa,1978,1
South Africa,1979,1
South Africa,1980,1
South Africa,1981,1
South Africa,1982,1
South Africa,1983,1
South Africa,1984,1
South Africa,1985,1
South Africa,1986,1
South Africa,1987,1
South Africa,1988,1
South Africa,1989,1
South Africa,1990,1
South Africa,1991,1
South Africa,1992,1
South Africa,1993,1
South Africa,1994,1
South Africa,1995,1
South Africa,1996,1
South Africa,1997,1
South Africa,1998,1
South Africa,1999,1
South Africa,2000,1
South Africa,2001,1
South Africa,2002,1
South Africa,2003,1
South Africa,2004,1
South Africa,2005,1
South Africa,2006,1
South Africa,2007,1
Spain,1950,1
Spain,1951,1
Spain,1952,1
Spain,1953,1
Spain,1954,1
Spain,1955,1
Spain,1956,1
Spain,1957,1
Spain,1958,1
Spain,1959,1
Spain,1960,1
Spain,1961,1
Spain,1962,1
Spain,1963,1
Spain,1964,1
Spain,1965,1
Spain,1966,1
Spain,1967,1
Spain,1968,1
Spain,1969,1
Spain,1970,1
Spain,1971,1
Spain,1972,1
Spain,1973,1
Spain,1974,1
Spain,1975,1
Spain,1976,1
Spain,1977,1
Spain,1978,1
Spain,1979,1
Switzerland,1950,1
Switzerland,1951,1
Switzerland,1952,1
Switzerland,1953,1
Switzerland,1954,1
Switzerland,1955,1
Switzerland,1956,1
Switzerland,1957,1
Switzerland,1958,1
Switzerland,1959,1
Switzerland,1960,1
Switzerland,1961,1
Switzerland,1962,1
Switzerland,1963,1
Switzerland,1964,1
Switzerland,1965,1
Switzerland,1966,1
Switzerland,1967,1
Switzerland,1968,1
Switzerland,1969,1
Switzerland,1970,1
Switzerland,1971,1
Switzerland,1972,1
Switzerland,1973,1
Switzerland,1974,1
Switzerland,1975,1
Switzerland,1976,1
Switzerland,1977,1
Switzerland,1978,1
Switzerland,1979,1
Switzerland,1980,1
Switzerland,1981,1
Switzerland,1982,1
Switzerland,1983,1
Switzerland,1984,1
Switzerland,1985,1
Switzerland,1986,1
Switzerland,1987,1
Switzerland,1988,1
Switzerland,1989,1
Switzerland,1990,1
Switzerland,1991,1
Switzerland,1992,1
Switzerland,1993,1
Switzerland,1994,1
Switzerland,1995,1
Switzerland,1996,1
Switzerland,1997,1
Switzerland,1998,1
Turkey,1950,1
Turkey,1951,1
Turkey,1952,1
Turkey,1953,1
Turkey,1954,1
Turkey,1955,1
Turkey,1956,1
Turkey,1957,1
Turkey,1958,1
Turkey,1959,1
Turkey,1960,1
Turkey,1961,1
Turkey,1962,1
Turkey,1963,1
Turkey,1964,1
Turkey,1965,1
Turkey,1966,1
Turkey,1967,1
Turkey,1968,1
Turkey,1969,1
Turkey,1970,1
Turkey,1971,1
Turkey,1972,1
Turkey,1973,1
Turkey,1974,1
